[4*x^5 + 4] 7 251
7,0,0
11,-4,-5
13,0,0
17,0,0
19,0,0
23,0,0
29,0,0
31,-4,15
37,0,0
41,16,3
43,0,0
47,0,0
53,0,0
59,0,0
61,16,-17
67,0,0
71,-4,-16
73,0,0
79,0,0
83,0,0
89,0,0
97,0,0
101,-4,-13
103,0,0
107,0,0
109,0,0
113,0,0
127,0,0
131,36,42
137,0,0
139,0,0
149,0,0
151,-4,-43
157,0,0
163,0,0
167,0,0
173,0,0
179,0,0
181,-4,46
191,-44,82
193,0,0
197,0,0
199,0,0
211,-44,42
223,0,0
227,0,0
229,0,0
233,0,0
239,0,0
241,16,46
251,-4,6
